S.No.,Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Ag Group,Month Number,Month
115,116,23-08-2023,CUST116,Female,23,Clothing,1,30,30,21-40,8,August
116,117,15-03-2023,CUST117,Male,19,Electronics,2,500,1000,43831,3,March
117,118,16-05-2023,CUST118,Female,30,Electronics,4,500,2000,21-40,5,May
118,119,13-03-2023,CUST119,Female,60,Clothing,3,50,150,41-60,3,March
119,120,07-05-2023,CUST120,Male,60,Beauty,1,50,50,41-60,5,May
120,121,15-10-2023,CUST121,Female,28,Electronics,4,50,200,21-40,10,October
121,122,03-10-2023,CUST122,Male,64,Electronics,4,30,120,60+,10,October
122,123,15-05-2023,CUST123,Female,40,Electronics,2,30,60,21-40,5,May
123,124,27-10-2023,CUST124,Male,33,Clothing,4,500,2000,21-40,10,October
124,125,08-08-2023,CUST125,Male,48,Clothing,2,50,100,41-60,8,August
125,126,26-10-2023,CUST126,Female,28,Clothing,3,30,90,21-40,10,October
126,127,24-07-2023,CUST127,Female,33,Clothing,2,25,50,21-40,7,July
127,128,05-07-2023,CUST128,Male,25,Beauty,1,500,500,21-40,7,July
128,129,23-04-2023,CUST129,Female,21,Beauty,2,300,600,21-40,4,April
129,130,12-03-2023,CUST130,Female,57,Clothing,1,500,500,41-60,3,March
130,131,18-09-2023,CUST131,Female,21,Beauty,2,300,600,21-40,9,September
131,132,10-09-2023,CUST132,Male,42,Electronics,4,50,200,41-60,9,September
132,133,16-02-2023,CUST133,Male,20,Electronics,3,300,900,43831,2,February
133,134,25-01-2023,CUST134,Male,49,Electronics,1,50,50,41-60,1,January
134,135,26-02-2023,CUST135,Male,20,Clothing,2,25,50,43831,2,February
135,136,20-03-2023,CUST136,Male,44,Electronics,2,300,600,41-60,3,March
136,137,18-11-2023,CUST137,Male,46,Beauty,2,500,1000,41-60,11,November
137,138,23-03-2023,CUST138,Male,49,Clothing,4,50,200,41-60,3,March
138,139,15-12-2023,CUST139,Male,36,Beauty,4,500,2000,21-40,12,December
139,140,05-08-2023,CUST140,Male,38,Electronics,1,30,30,21-40,8,August
140,141,02-11-2023,CUST141,Female,22,Electronics,1,50,50,21-40,11,November
141,142,02-02-2023,CUST142,Male,35,Electronics,4,300,1200,21-40,2,February
142,143,17-07-2023,CUST143,Female,45,Clothing,1,50,50,41-60,7,July
143,144,15-07-2023,CUST144,Female,59,Beauty,3,500,1500,41-60,7,July
144,145,02-11-2023,CUST145,Female,39,Clothing,3,25,75,21-40,11,November
145,146,28-08-2023,CUST146,Male,38,Clothing,4,50,200,21-40,8,August
146,147,28-09-2023,CUST147,Male,23,Electronics,1,300,300,21-40,9,September
147,148,09-05-2023,CUST148,Male,18,Clothing,2,30,60,43831,5,May
148,149,11-10-2023,CUST149,Male,22,Clothing,3,25,75,21-40,10,October
149,150,06-01-2023,CUST150,Female,58,Electronics,4,30,120,41-60,1,January
150,151,15-12-2023,CUST151,Male,29,Clothing,1,50,50,21-40,12,December
151,152,28-02-2023,CUST152,Male,43,Electronics,4,500,2000,41-60,2,February
152,153,16-12-2023,CUST153,Male,63,Electronics,2,500,1000,60+,12,December
153,154,02-10-2023,CUST154,Male,51,Electronics,3,300,900,41-60,10,October
154,155,17-05-2023,CUST155,Male,31,Electronics,4,500,2000,21-40,5,May
155,156,25-11-2023,CUST156,Female,43,Clothing,4,25,100,41-60,11,November
156,157,24-06-2023,CUST157,Male,62,Electronics,4,500,2000,60+,6,June
157,158,27-02-2023,CUST158,Female,44,Electronics,2,300,600,41-60,2,February
158,159,31-05-2023,CUST159,Male,26,Clothing,4,50,200,21-40,5,May
159,160,11-08-2023,CUST160,Female,43,Clothing,2,50,100,41-60,8,August
160,161,22-03-2023,CUST161,Male,64,Beauty,2,500,1000,60+,3,March
161,162,21-08-2023,CUST162,Male,39,Clothing,2,30,60,21-40,8,August
162,163,02-01-2023,CUST163,Female,64,Clothing,3,50,150,60+,1,January
163,164,15-05-2023,CUST164,Female,47,Beauty,3,500,1500,41-60,5,May
164,165,14-09-2023,CUST165,Female,60,Clothing,4,300,1200,41-60,9,September
165,166,02-04-2023,CUST166,Male,34,Clothing,4,500,2000,21-40,4,April
166,167,17-09-2023,CUST167,Female,43,Clothing,3,50,150,41-60,9,September
167,168,24-02-2023,CUST168,Male,53,Clothing,1,300,300,41-60,2,February
168,169,17-11-2023,CUST169,Male,18,Beauty,3,500,1500,43831,11,November
169,170,02-06-2023,CUST170,Female,25,Clothing,2,25,50,21-40,6,June
170,171,24-11-2023,CUST171,Female,52,Clothing,3,300,900,41-60,11,November
171,172,17-09-2023,CUST172,Male,32,Beauty,2,25,50,21-40,9,September
172,173,08-11-2023,CUST173,Male,64,Electronics,4,30,120,60+,11,November
173,174,12-04-2023,CUST174,Female,39,Beauty,1,300,300,21-40,4,April
174,175,20-03-2023,CUST175,Female,31,Electronics,4,25,100,21-40,3,March
175,176,11-07-2023,CUST176,Female,43,Beauty,2,50,100,41-60,7,July
176,177,24-03-2023,CUST177,Male,45,Beauty,2,50,100,41-60,3,March
177,178,04-10-2023,CUST178,Male,40,Clothing,2,30,60,21-40,10,October
178,179,29-09-2023,CUST179,Male,31,Electronics,1,300,300,21-40,9,September
179,180,01-01-2023,CUST180,Male,41,Clothing,3,300,900,41-60,1,January
180,181,03-11-2023,CUST181,Male,19,Electronics,4,300,1200,43831,11,November
181,182,15-06-2023,CUST182,Male,62,Beauty,4,30,120,60+,6,June
182,183,08-09-2023,CUST183,Female,43,Beauty,3,300,900,41-60,9,September
183,184,10-01-2023,CUST184,Male,31,Electronics,4,50,200,21-40,1,January
184,185,27-02-2023,CUST185,Male,24,Clothing,1,25,25,21-40,2,February
185,186,05-07-2023,CUST186,Male,20,Clothing,4,50,200,43831,7,July
186,187,07-06-2023,CUST187,Female,64,Clothing,2,50,100,60+,6,June
187,188,03-05-2023,CUST188,Male,40,Clothing,3,25,75,21-40,5,May
188,189,30-01-2023,CUST189,Male,63,Beauty,1,50,50,60+,1,January
189,190,04-05-2023,CUST190,Female,60,Beauty,3,30,90,41-60,5,May
190,191,18-10-2023,CUST191,Male,64,Beauty,1,25,25,60+,10,October
191,192,10-02-2023,CUST192,Male,62,Beauty,2,50,100,60+,2,February
192,193,13-02-2023,CUST193,Male,35,Beauty,3,500,1500,21-40,2,February
193,194,06-09-2023,CUST194,Male,55,Clothing,4,50,200,41-60,9,September
194,195,05-02-2023,CUST195,Male,52,Clothing,1,30,30,41-60,2,February
195,196,30-09-2023,CUST196,Female,32,Clothing,3,300,900,21-40,9,September
196,197,06-03-2023,CUST197,Female,42,Clothing,4,50,200,41-60,3,March
197,198,07-03-2023,CUST198,Female,54,Beauty,3,300,900,41-60,3,March
198,199,04-12-2023,CUST199,Male,45,Beauty,3,500,1500,41-60,12,December
199,200,01-09-2023,CUST200,Male,27,Beauty,3,50,150,21-40,9,September
200,201,09-10-2023,CUST201,Male,56,Electronics,1,25,25,41-60,10,October
201,202,26-03-2023,CUST202,Female,34,Clothing,4,300,1200,21-40,3,March
202,203,16-05-2023,CUST203,Male,56,Clothing,2,500,1000,41-60,5,May
203,204,28-09-2023,CUST204,Male,39,Beauty,1,25,25,21-40,9,September
204,205,07-11-2023,CUST205,Female,43,Clothing,1,25,25,41-60,11,November
205,206,05-08-2023,CUST206,Male,61,Clothing,1,25,25,60+,8,August
206,207,19-04-2023,CUST207,Female,42,Beauty,2,25,50,41-60,4,April
207,208,04-10-2023,CUST208,Female,34,Electronics,4,50,200,21-40,10,October
208,209,20-12-2023,CUST209,Female,30,Electronics,4,50,200,21-40,12,December
209,210,13-04-2023,CUST210,Male,37,Electronics,4,50,200,21-40,4,April
210,211,01-01-2024,CUST211,Male,42,Beauty,3,500,1500,41-60,1,January
211,212,09-06-2023,CUST212,Male,21,Clothing,3,500,1500,21-40,6,June
212,213,24-07-2023,CUST213,Male,27,Beauty,3,500,1500,21-40,7,July
213,214,10-12-2023,CUST214,Male,20,Beauty,2,30,60,43831,12,December
214,215,29-11-2023,CUST215,Male,58,Clothing,3,500,1500,41-60,11,November
215,216,11-07-2023,CUST216,Male,62,Electronics,2,50,100,60+,7,July
216,217,13-08-2023,CUST217,Female,35,Electronics,4,50,200,21-40,8,August
217,218,22-09-2023,CUST218,Male,64,Beauty,3,30,90,60+,9,September
218,219,20-08-2023,CUST219,Female,53,Electronics,3,30,90,41-60,8,August
219,220,03-03-2023,CUST220,Male,64,Beauty,1,500,500,60+,3,March
220,221,07-05-2023,CUST221,Male,39,Beauty,2,300,600,21-40,5,May
221,222,26-04-2023,CUST222,Male,51,Clothing,4,30,120,41-60,4,April
222,223,02-02-2023,CUST223,Female,64,Clothing,1,25,25,60+,2,February
223,224,23-06-2023,CUST224,Female,25,Clothing,1,50,50,21-40,6,June
224,225,11-01-2023,CUST225,Female,57,Beauty,4,25,100,41-60,1,January
225,226,29-10-2023,CUST226,Female,61,Clothing,1,50,50,60+,10,October
226,227,11-10-2023,CUST227,Male,36,Electronics,2,50,100,21-40,10,October
227,228,28-04-2023,CUST228,Female,59,Electronics,2,30,60,41-60,4,April
228,229,29-10-2023,CUST229,Male,58,Beauty,3,30,90,41-60,10,October
229,230,23-04-2023,CUST230,Male,54,Beauty,1,25,25,41-60,4,April
230,231,04-01-2023,CUST231,Female,23,Clothing,3,50,150,21-40,1,January
231,232,06-02-2023,CUST232,Female,43,Beauty,1,25,25,41-60,2,February
232,233,29-12-2023,CUST233,Female,51,Beauty,2,300,600,41-60,12,December
233,234,20-11-2023,CUST234,Female,62,Electronics,2,25,50,60+,11,November
234,235,31-01-2023,CUST235,Female,23,Electronics,2,500,1000,21-40,1,January
235,236,28-04-2023,CUST236,Female,54,Clothing,1,25,25,41-60,4,April
236,237,04-02-2023,CUST237,Female,50,Beauty,2,500,1000,41-60,2,February
237,238,17-01-2023,CUST238,Female,39,Beauty,1,500,500,21-40,1,January
238,239,19-06-2023,CUST239,Male,38,Electronics,3,500,1500,21-40,6,June
239,240,06-02-2023,CUST240,Female,23,Beauty,1,300,300,21-40,2,February
240,241,21-09-2023,CUST241,Female,23,Electronics,3,25,75,21-40,9,September
241,242,02-05-2023,CUST242,Male,21,Clothing,1,25,25,21-40,5,May
242,243,23-05-2023,CUST243,Female,47,Electronics,3,300,900,41-60,5,May
243,244,09-12-2023,CUST244,Male,28,Beauty,2,50,100,21-40,12,December
244,245,06-09-2023,CUST245,Male,47,Clothing,3,30,90,41-60,9,September
245,246,20-04-2023,CUST246,Female,48,Electronics,2,25,50,41-60,4,April
246,247,04-10-2023,CUST247,Male,41,Electronics,2,30,60,41-60,10,October
247,248,09-03-2023,CUST248,Male,26,Clothing,3,300,900,21-40,3,March
248,249,20-10-2023,CUST249,Male,20,Clothing,1,50,50,43831,10,October
249,250,23-10-2023,CUST250,Male,48,Electronics,1,50,50,41-60,10,October
250,251,31-08-2023,CUST251,Female,57,Beauty,4,50,200,41-60,8,August
251,252,05-05-2023,CUST252,Male,54,Electronics,1,300,300,41-60,5,May
252,253,31-08-2023,CUST253,Female,53,Clothing,4,500,2000,41-60,8,August
253,254,28-07-2023,CUST254,Male,41,Electronics,1,500,500,41-60,7,July
254,255,08-04-2023,CUST255,Male,48,Clothing,1,30,30,41-60,4,April
255,256,18-02-2023,CUST256,Male,23,Clothing,2,500,1000,21-40,2,February
256,257,19-02-2023,CUST257,Male,19,Beauty,4,500,2000,43831,2,February
257,258,04-12-2023,CUST258,Female,37,Clothing,1,50,50,21-40,12,December
258,259,09-08-2023,CUST259,Female,45,Clothing,4,50,200,41-60,8,August
259,260,01-07-2023,CUST260,Male,28,Beauty,2,30,60,21-40,7,July
260,261,05-08-2023,CUST261,Male,21,Clothing,2,25,50,21-40,8,August
261,262,30-07-2023,CUST262,Female,32,Beauty,4,30,120,21-40,7,July
262,263,28-08-2023,CUST263,Male,23,Beauty,2,30,60,21-40,8,August
263,264,28-01-2023,CUST264,Male,47,Clothing,3,300,900,41-60,1,January
264,265,11-12-2023,CUST265,Male,55,Clothing,3,300,900,41-60,12,December
265,266,01-12-2023,CUST266,Female,19,Electronics,2,30,60,43831,12,December
266,267,27-11-2023,CUST267,Female,32,Beauty,3,30,90,21-40,11,November
267,268,20-02-2023,CUST268,Female,28,Electronics,1,30,30,21-40,2,February
268,269,01-02-2023,CUST269,Male,25,Clothing,4,500,2000,21-40,2,February
269,270,26-07-2023,CUST270,Male,43,Electronics,1,300,300,41-60,7,July
270,271,23-06-2023,CUST271,Female,62,Beauty,4,30,120,60+,6,June
271,272,25-02-2023,CUST272,Female,61,Electronics,2,50,100,60+,2,February
272,273,08-05-2023,CUST273,Female,22,Beauty,1,50,50,21-40,5,May
273,274,09-04-2023,CUST274,Female,23,Clothing,2,500,1000,21-40,4,April
274,275,08-04-2023,CUST275,Male,43,Clothing,2,500,1000,41-60,4,April
275,276,02-10-2023,CUST276,Female,21,Beauty,4,25,100,21-40,10,October
276,277,18-08-2023,CUST277,Male,36,Clothing,4,25,100,21-40,8,August
277,278,13-03-2023,CUST278,Female,37,Clothing,4,25,100,21-40,3,March
278,279,05-08-2023,CUST279,Male,50,Clothing,1,500,500,41-60,8,August
279,280,04-04-2023,CUST280,Female,37,Clothing,3,500,1500,21-40,4,April
280,281,23-05-2023,CUST281,Female,29,Beauty,4,500,2000,21-40,5,May
281,282,25-08-2023,CUST282,Female,64,Electronics,4,50,200,60+,8,August
282,283,08-05-2023,CUST283,Female,18,Electronics,1,500,500,43831,5,May
283,284,08-02-2023,CUST284,Male,43,Clothing,4,50,200,41-60,2,February
284,285,15-08-2023,CUST285,Female,31,Electronics,1,25,25,21-40,8,August
285,286,09-10-2023,CUST286,Male,55,Electronics,2,25,50,41-60,10,October
286,287,20-02-2023,CUST287,Male,54,Clothing,4,25,100,41-60,2,February
287,288,26-01-2023,CUST288,Male,28,Clothing,4,30,120,21-40,1,January
288,289,30-11-2023,CUST289,Male,53,Electronics,2,30,60,41-60,11,November
289,290,04-10-2023,CUST290,Female,30,Beauty,2,300,600,21-40,10,October
290,291,08-01-2023,CUST291,Male,60,Clothing,2,300,600,41-60,1,January
291,292,17-02-2023,CUST292,Male,20,Beauty,4,300,1200,43831,2,February
292,293,02-05-2023,CUST293,Male,50,Electronics,3,30,90,41-60,5,May
293,294,27-03-2023,CUST294,Female,23,Clothing,3,30,90,21-40,3,March
294,295,28-07-2023,CUST295,Female,27,Beauty,3,300,900,21-40,7,July
295,296,06-09-2023,CUST296,Female,22,Clothing,4,300,1200,21-40,9,September
296,297,04-09-2023,CUST297,Female,40,Electronics,2,500,1000,21-40,9,September
297,298,20-04-2023,CUST298,Male,27,Beauty,4,300,1200,21-40,4,April
298,299,25-07-2023,CUST299,Male,61,Electronics,2,500,1000,60+,7,July
299,300,31-01-2023,CUST300,Female,19,Electronics,4,50,200,43831,1,January
300,301,26-03-2023,CUST301,Male,30,Clothing,4,30,120,21-40,3,March
301,302,14-07-2023,CUST302,Male,57,Beauty,2,300,600,41-60,7,July
302,303,02-01-2023,CUST303,Male,19,Electronics,3,30,90,43831,1,January
303,304,19-07-2023,CUST304,Female,37,Electronics,2,30,60,21-40,7,July
304,305,16-05-2023,CUST305,Female,18,Beauty,1,30,30,43831,5,May
305,306,21-08-2023,CUST306,Male,54,Electronics,1,50,50,41-60,8,August
306,307,27-05-2023,CUST307,Female,26,Electronics,2,25,50,21-40,5,May
307,308,05-08-2023,CUST308,Female,34,Beauty,4,300,1200,21-40,8,August
308,309,23-12-2023,CUST309,Female,26,Beauty,1,25,25,21-40,12,December
309,310,12-10-2023,CUST310,Female,28,Beauty,1,25,25,21-40,10,October
310,311,05-12-2023,CUST311,Female,32,Beauty,4,25,100,21-40,12,December
311,312,07-09-2023,CUST312,Male,41,Clothing,4,30,120,41-60,9,September
312,313,21-03-2023,CUST313,Female,55,Beauty,3,500,1500,41-60,3,March
313,314,08-04-2023,CUST314,Male,52,Clothing,4,30,120,41-60,4,April
314,315,01-06-2023,CUST315,Male,47,Clothing,2,30,60,41-60,6,June
315,316,22-04-2023,CUST316,Female,48,Clothing,2,25,50,41-60,4,April
316,317,30-01-2023,CUST317,Male,22,Electronics,3,30,90,21-40,1,January
317,318,24-10-2023,CUST318,Male,61,Clothing,1,25,25,60+,10,October
318,319,05-10-2023,CUST319,Male,31,Clothing,1,500,500,21-40,10,October
319,320,01-02-2023,CUST320,Female,28,Electronics,4,300,1200,21-40,2,February
320,321,10-06-2023,CUST321,Female,26,Electronics,2,25,50,21-40,6,June
321,322,30-01-2023,CUST322,Male,51,Electronics,1,500,500,41-60,1,January
322,323,26-01-2023,CUST323,Female,29,Beauty,3,300,900,21-40,1,January
323,324,27-10-2023,CUST324,Female,52,Electronics,3,50,150,41-60,10,October
324,325,02-09-2023,CUST325,Female,52,Electronics,2,25,50,41-60,9,September
325,326,15-09-2023,CUST326,Female,18,Clothing,3,25,75,43831,9,September
326,327,29-09-2023,CUST327,Male,57,Electronics,3,50,150,41-60,9,September
327,328,22-03-2023,CUST328,Male,39,Beauty,2,50,100,21-40,3,March
328,329,30-01-2023,CUST329,Female,46,Electronics,4,25,100,41-60,1,January
329,330,18-09-2023,CUST330,Female,25,Beauty,4,50,200,21-40,9,September
330,331,11-02-2023,CUST331,Male,28,Electronics,3,30,90,21-40,2,February
331,332,06-04-2023,CUST332,Male,58,Electronics,4,300,1200,41-60,4,April
332,333,05-02-2023,CUST333,Female,54,Electronics,4,300,1200,41-60,2,February
333,334,01-11-2023,CUST334,Male,31,Electronics,3,300,900,21-40,11,November
334,335,04-02-2023,CUST335,Female,47,Beauty,4,30,120,41-60,2,February
335,336,12-12-2023,CUST336,Female,52,Beauty,3,50,150,41-60,12,December
336,337,01-05-2023,CUST337,Male,38,Clothing,1,500,500,21-40,5,May
337,338,26-07-2023,CUST338,Male,54,Beauty,2,50,100,41-60,7,July
338,339,03-03-2023,CUST339,Female,22,Electronics,2,25,50,21-40,3,March
339,340,19-10-2023,CUST340,Female,36,Clothing,4,300,1200,21-40,10,October
340,341,07-05-2023,CUST341,Male,31,Clothing,4,50,200,21-40,5,May
341,342,24-10-2023,CUST342,Female,43,Clothing,4,500,2000,41-60,10,October
342,343,01-11-2023,CUST343,Male,21,Electronics,2,25,50,21-40,11,November
343,344,21-01-2023,CUST344,Female,42,Beauty,1,30,30,41-60,1,January
344,345,14-11-2023,CUST345,Male,62,Electronics,1,30,30,60+,11,November
345,346,11-02-2023,CUST346,Male,59,Clothing,2,500,1000,41-60,2,February
